date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:21	54777/54777	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/images/sprites/option5_64.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/images/sprites/option5_64.png	(from http://www.domerama.com/wp-content/plugins/sociable/css/sociable.css?ver=3.6.1)
17:48:21	534/534	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/bg-gray-1.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/bg-gray-1.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:21	49251/49251	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Apr%202013%2000:10:49%20GMT	http://www.domerama.com/wp-content/plugins/sociable/images/sprites/option5_48.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/sociable/images/sprites/option5_48.png	(from http://www.domerama.com/wp-content/plugins/sociable/css/sociable.css?ver=3.6.1)
17:48:21	756/756	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/search-button-gray-1.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/search-button-gray-1.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:21	612/612	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/search-button-gray-1.gif	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/search-button-gray-1.gif	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:21	2240/2240	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/calgray-1.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/calgray-1.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:22	312/312	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/icons/bulletgray.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/icons/bulletgray.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:22	717/717	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/icons/folder-gray16.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/icons/folder-gray16.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:22	659/659	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/icons/008.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/icons/008.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:22	408/408	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/slider-gray.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/slider-gray.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:23	517/517	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/slider-black.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/slider-black.png	(from http://www.domerama.com/wp-content/themes/suffusion/skins/light-theme-gray-1/skin.css?ver=4.4.7)
17:48:23	14057/14057	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Mar%202013%2003:59:03%20GMT	http://www.domerama.com/wp-content/uploads/2013/03/thin_domerama_blue_long_with_glow_2.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2013/03/thin_domerama_blue_long_with_glow_2.jpg	(from http://www.domerama.com/?ver=4.4.7&suffusion-css=css)
17:48:23	24838/24838	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Oct%202013%2012:11:25%20GMT	http://www.domerama.com/wp-content/themes/suffusion/images/iconset-0.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/themes/suffusion/images/iconset-0.png	(from http://www.domerama.com/?ver=4.4.7&suffusion-css=css)
17:48:24	934/934	---M--	200	added ('OK')	image/gif	date:Tue,%2022%20Jan%202013%2014:57:13%20GMT	http://www.domerama.com/wp-content/plugins/wp-click-info/ext.gif	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-click-info/ext.gif	(from http://www.domerama.com/wp-content/plugins/wp-click-info/wp-click-info.css?ver=3.6.1)
17:48:24	2248/2248	---M--	200	added ('OK')	image/gif	date:Tue,%2022%20Jan%202013%2003:09:55%20GMT	http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/ajax-loader.gif	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/ajax-loader.gif	(from http://www.domerama.com/wp-content/plugins/nextgen-scrollgallery/scrollGallery/css/scrollGallery.css?ver=1.8.1)
17:48:25	3707/3707	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/images/ui-icons.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/images/ui-icons.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/wp-ui.css?ver=3.6.1)
17:48:25	3766/3766	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/images/ui-icons-white.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/images/ui-icons-white.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/wp-ui.css?ver=3.6.1)
17:48:25	348/348	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-dark.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-dark.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/wpui-light.css?ver=3.6.1)
17:48:25	346/346	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-light.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-light.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:26	125/125	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/dark-resize-se.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/dark-resize-se.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:26	100/100	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/gradients/alma-grad.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/gradients/alma-grad.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:26	101/101	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/gradients/alma-grad-hover.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/gradients/alma-grad-hover.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:26	734/734	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-mac-default.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-mac-default.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:27	743/743	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-mac-hover.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-mac-hover.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:27	321/321	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202013%2001:57:58%20GMT	http://www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-widget-aero-1.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/plugins/wp-ui/css/themes/images/close-widget-aero-1.png	(from http://www.domerama.com/wp-content/plugins/wp-ui/css/css.php?styles=wpui-light%7Cwpui-blue%7Cwpui-red%7Cwpui-green%7Cwpui-dark%7Cwpui-quark%7Cwpui-alma%7Cwpui-macish%7Cwpui-redmond%7Cwpui-sevin&ver=3.6.1)
17:48:27	786/786	---M--	200	added ('OK')	application/javascript	date:Tue,%2006%20Aug%202013%2005:59:54%20GMT	http://www.domerama.com/wp-includes/js/comment-reply.min.js?ver=3.6.1	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-includes/js/comment-reply.mina7a0.js	(from http://www.domerama.com/calculators/)
17:48:28	2655/2655	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:26:26%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/fi_1v-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/fi_1v-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:28	2420/2420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:49:19%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/2v_calc-67x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/2v_calc-67x90.jpg	(from http://www.domerama.com/calculators/)
17:48:28	5779/5779	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Jan%202013%2006:53:40%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/3v_58_assembly-105x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/3v_58_assembly-105x90.jpg	(from http://www.domerama.com/calculators/)
17:48:28	5318/5318	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Jan%202013%2006:53:40%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/4v_assembly1-120x81.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/4v_assembly1-120x81.jpg	(from http://www.domerama.com/calculators/)
17:48:29	2829/2829	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:51:32%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/5v_calc-67x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/5v_calc-67x90.jpg	(from http://www.domerama.com/calculators/)
17:48:29	2599/2599	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:52:09%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/6v_calc1-65x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/6v_calc1-65x90.jpg	(from http://www.domerama.com/calculators/)
17:48:29	4659/4659	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2021:58:39%20GMT	http://www.domerama.com/wp-content/uploads/2012/10/gore_calculations2-91x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/10/gore_calculations2-91x90.jpg	(from http://www.domerama.com/calculators/)
17:48:30	5791/5791	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2016:43:38%20GMT	http://www.domerama.com/wp-content/uploads/2012/06/mexican_method_5v_assembly_diagram_2-108x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/06/mexican_method_5v_assembly_diagram_2-108x90.jpg	(from http://www.domerama.com/calculators/)
17:48:30	2938/2938	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2022:42:56%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/thumb_trapezium-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/thumb_trapezium-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:30	2688/2688	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:46:14%20GMT	http://www.domerama.com/wp-content/uploads/2011/11/thumb_cover_pattern-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/11/thumb_cover_pattern-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:30	2273/2273	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:46:01%20GMT	http://www.domerama.com/wp-content/uploads/2011/11/thumb_chord_chart-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/11/thumb_chord_chart-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:31	3887/3887	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:46:55%20GMT	http://www.domerama.com/wp-content/uploads/2011/11/thumb_metric_conversion-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/11/thumb_metric_conversion-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:31	2537/2537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:48:13%20GMT	http://www.domerama.com/wp-content/uploads/2011/11/thumb_weight-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/11/thumb_weight-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:31	5203/5203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:45:57%20GMT	http://www.domerama.com/wp-content/uploads/2011/11/thumb_capacity-90x90.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/11/thumb_capacity-90x90.jpg	(from http://www.domerama.com/calculators/)
17:48:32	2312/2312	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Jun%202022%2012:30:21%20GMT	http://www.domerama.com/wp-content/uploads/2012/08/Geodesic-Analysis-overturning-120x71.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/08/Geodesic-Analysis-overturning-120x71.jpg	(from http://www.domerama.com/calculators/)
17:48:32	6374/6374	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jan%202013%2021:54:22%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/calculators_button.png	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/calculators_button.png	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:36	42772/42772	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:49:10%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/1v_calc.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/1v_calc.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:36	31123/31123	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2022:40:56%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/strut_extra_length_small.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/strut_extra_length_small.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:38	13340/13340	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:51:02%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/56.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/56.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:39	11928/11928	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:50:34%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/45.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/45.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:40	4006/4006	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:23:50%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/bolts7.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/bolts7.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:40	52890/52890	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2022:37:17%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/radius-spherical_floor.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/radius-spherical_floor.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:41	6051/6051	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:30:14%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/nuts7.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/nuts7.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:42	5025/5025	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:34:21%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/washers7.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/washers7.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:42	27449/27449	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:25:21%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/dhub8.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/dhub8.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:44	61402/61402	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2015:48:43%20GMT	http://www.domerama.com/calculators/2v-geodesic-dome-calculator/2v-assembly-diagram/	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/calculators/2v-geodesic-dome-calculator/2v-assembly-diagram/index.html	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:46	20357/20357	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:49:20%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/2v_calc.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/2v_calc.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:46	83178/83178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:24:58%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/dhub26.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/dhub26.jpg	(from http://www.domerama.com/calculators/1v-geodesic-dome-calculator/)
17:48:47	6558/6558	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:51:37%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/610.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/610.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:49	13340/13340	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:51:11%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/564.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/564.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:50	13020/13020	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jan%202013%2021:50:24%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/410.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/410.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:51	4006/4006	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:23:47%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/bolts6.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/bolts6.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:52	6051/6051	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:30:11%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/nuts6.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/nuts6.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:53	27449/27449	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:25:17%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/dhub7.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/dhub7.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:53	5025/5025	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:34:18%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/washers6.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/washers6.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:48:57	83178/83178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2004:24:53%20GMT	http://www.domerama.com/wp-content/uploads/2011/12/dhub25.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2011/12/dhub25.jpg	(from http://www.domerama.com/calculators/2v-geodesic-dome-calculator/)
17:49:00	17122/17122	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2016:23:08%20GMT	http://www.domerama.com/wp-content/uploads/2012/02/calc3_1.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/02/calc3_1.jpg	(from http://www.domerama.com/calculators/3v-geodesic-dome-calculator/)
